CLASS_LABEL,NumDots,UrlLength,NumDash,NumDashInHostname,AtSymbol,TildeSymbol,NumUnderscore,NumPercent,NumAmpersand,NumHash,NumNumericChars,NoHttps
1,8,184,2,2,0,0,0,0,1,0,33,1
1,2,135,2,0,0,0,3,0,1,0,1,1
1,2,133,2,0,0,0,3,0,1,0,1,1
1,4,52,0,0,0,0,0,0,0,0,0,1
1,4,58,0,0,0,0,0,0,0,0,4,1
1,5,120,1,0,0,0,1,0,0,0,22,1
1,3,48,1,0,0,0,0,0,0,0,0,1
1,4,58,1,0,0,0,0,0,0,0,0,1
1,1,32,0,0,0,0,0,0,0,0,0,1
1,2,37,0,0,0,0,0,0,0,0,0,1
1,2,63,0,0,0,0,0,0,0,0,4,1
1,5,120,1,0,0,0,1,0,0,0,20,1
1,2,52,0,0,0,0,0,0,0,0,1,1
1,5,58,0,0,0,0,0,0,0,0,12,1
1,2,51,0,0,0,0,0,0,0,0,0,1
1,1,73,0,0,0,0,1,0,0,0,3,1
1,3,57,0,0,0,0,0,0,0,0,0,1
1,2,32,0,0,0,0,0,0,0,0,0,1
1,2,52,0,0,0,0,0,0,0,0,0,1
1,1,47,1,1,0,0,0,0,0,0,0,1
1,1,59,1,1,0,0,0,0,0,0,18,1
1,5,135,1,0,0,0,0,0,0,0,0,1
1,2,34,1,1,0,0,0,0,0,0,0,1
1,1,153,0,0,0,0,1,0,0,0,47,1
1,2,51,1,0,0,0,0,0,0,0,0,1
1,5,120,1,0,0,0,1,0,0,0,17,1
1,3,67,1,0,0,0,0,0,0,0,0,1
1,2,41,0,0,0,0,0,0,0,0,0,1
1,2,40,0,0,0,0,0,0,0,0,0,1
1,1,39,1,1,0,0,0,0,0,0,0,1
1,3,58,1,0,0,0,0,0,0,0,0,1
1,2,46,1,0,0,0,0,0,0,0,0,1
1,4,48,0,0,0,0,0,0,0,0,0,1
1,2,139,0,0,0,0,0,0,1,0,43,1
1,1,79,1,0,0,0,0,0,0,0,32,1
1,1,79,1,0,0,0,0,0,0,0,30,1
1,3,53,0,0,0,0,0,0,0,0,0,1
1,2,53,0,0,0,0,0,0,0,0,0,1
1,3,70,0,0,0,0,0,0,0,0,0,1
1,3,49,0,0,0,0,0,0,0,0,0,1
1,12,149,2,2,0,0,0,0,0,0,18,1
1,4,152,2,0,0,0,7,0,2,0,4,1
1,3,82,0,0,0,0,2,0,0,0,4,1
1,2,39,0,0,0,0,0,0,0,0,0,1
1,1,39,0,0,0,0,0,0,0,0,2,1
1,1,50,1,1,0,0,0,0,0,0,0,1
1,5,79,0,0,0,0,0,0,0,0,0,1
1,1,25,0,0,0,0,0,0,0,0,0,1
1,3,212,0,0,0,0,8,0,9,0,48,1
1,3,57,0,0,0,0,0,0,0,0,0,1
1,3,47,0,0,0,0,0,0,0,0,0,1
1,1,52,0,0,0,0,0,0,0,0,23,1
1,2,40,0,0,0,0,0,0,0,0,0,1
1,1,37,0,0,0,0,0,0,0,0,0,1
1,2,37,0,0,0,0,0,0,0,0,0,1
1,3,64,2,2,0,0,0,0,0,0,0,1
1,2,42,0,0,0,0,0,0,0,0,0,1
1,2,43,0,0,0,0,0,0,0,0,0,1
1,2,42,0,0,0,0,0,0,0,0,0,1
1,2,49,0,0,0,0,0,1,0,0,2,1
1,3,64,0,0,0,0,0,0,0,0,1,1
1,2,68,0,0,0,0,0,0,0,0,0,1
1,2,48,2,2,0,0,0,0,0,0,0,1
1,2,49,2,2,0,0,0,0,0,0,0,1
1,1,38,2,2,0,0,0,0,0,0,0,1
1,4,89,2,0,0,0,0,0,0,0,21,1
1,2,79,0,0,0,0,0,0,0,0,20,1
1,4,90,2,0,0,0,0,0,0,0,22,1
1,4,89,2,0,0,0,0,0,0,0,21,1
1,2,50,1,1,0,0,0,0,0,0,2,1
1,3,54,1,0,0,0,0,0,0,0,0,1
1,6,149,3,0,0,0,0,0,0,0,1,1
1,2,50,1,1,0,0,0,0,0,0,2,1
1,2,50,1,1,0,0,0,0,0,0,2,1
1,2,37,0,0,0,0,0,0,0,0,1,1
1,4,62,1,0,0,0,0,0,0,0,0,1
1,1,29,0,0,0,0,0,0,0,0,0,1
1,2,172,1,0,0,0,7,0,2,0,25,1
1,2,164,1,0,0,0,7,0,2,0,25,1
1,2,44,0,0,0,0,0,0,0,0,0,1
1,6,142,3,0,0,0,0,0,0,0,24,1
1,4,191,2,0,0,0,7,0,2,0,22,1
1,4,191,2,0,0,0,7,0,2,0,26,1
1,4,191,2,0,0,0,7,0,2,0,21,1
1,1,59,0,0,0,0,0,0,0,0,22,1
1,3,56,0,0,0,0,0,0,0,0,0,1
1,2,58,0,0,0,0,0,0,0,0,0,1
1,4,53,0,0,0,0,0,0,0,0,0,1
1,2,33,0,0,0,0,0,0,0,0,0,1
1,2,33,0,0,0,0,0,0,0,0,0,1
1,2,55,1,1,0,0,0,0,0,0,0,1
1,3,51,1,0,0,0,0,0,0,0,0,1
1,1,41,0,0,0,0,0,0,0,0,0,1
1,1,35,0,0,0,0,0,0,0,0,0,1
1,2,36,0,0,0,0,0,0,0,0,0,1
1,3,65,0,0,0,0,0,0,0,0,0,1
1,3,187,2,0,0,0,7,0,2,0,23,1
1,3,69,0,0,0,0,1,0,0,0,0,1
1,5,83,0,0,0,0,0,0,0,0,12,0
1,3,49,0,0,0,0,0,0,0,0,0,1
1,2,48,0,0,0,0,0,0,0,0,0,1
1,2,56,1,1,0,0,0,0,0,0,0,0
1,2,42,0,0,0,0,0,0,0,0,0,1
1,5,74,1,1,0,0,0,0,0,0,7,1
1,5,86,1,1,0,0,0,0,0,0,4,1
1,8,111,2,2,0,0,0,0,0,0,10,1
1,8,123,1,1,0,0,0,0,0,0,13,1
1,5,95,1,1,0,0,0,0,0,0,8,1
1,4,55,0,0,0,0,0,0,0,0,0,1
1,2,52,0,0,0,0,0,0,0,0,1,1
1,2,37,0,0,0,0,0,0,0,0,0,1
1,3,84,1,0,0,0,0,0,0,0,1,1
1,3,53,0,0,0,0,0,0,0,0,0,1
1,2,92,1,0,0,0,5,0,0,0,5,1
1,2,28,0,0,0,0,0,0,0,0,0,1
1,2,39,0,0,0,0,0,0,0,0,0,1
1,2,48,1,0,0,0,0,0,0,0,0,1
1,2,37,0,0,0,0,0,0,0,0,0,1
1,2,39,0,0,0,0,0,0,0,0,0,1
1,3,35,0,0,0,0,0,0,0,0,2,1
1,1,37,0,0,0,0,0,0,0,0,0,1
1,2,45,0,0,0,0,0,0,0,0,0,1
1,3,47,0,0,0,0,0,0,0,0,0,1
1,3,60,2,1,0,0,0,0,0,0,0,1
1,2,35,0,0,0,0,0,0,0,0,0,1
1,4,97,2,0,0,0,0,0,0,0,18,1
1,4,98,2,0,0,0,0,0,0,0,19,1
1,3,44,1,1,0,0,0,0,0,0,0,1
1,3,61,0,0,0,0,0,0,0,0,2,1
1,1,52,0,0,0,0,0,0,0,0,0,1
1,4,50,0,0,0,0,0,0,0,0,0,1
1,4,100,2,0,0,0,0,0,0,0,21,1
1,4,99,2,0,0,0,0,0,0,0,20,1
1,1,36,0,0,0,0,0,0,0,0,0,1
1,3,60,1,0,0,0,0,0,0,0,0,1
1,4,73,1,1,0,0,0,0,0,0,3,1
1,1,64,1,0,0,0,0,0,0,0,0,1
1,1,38,1,0,0,0,0,0,0,0,0,1
1,1,72,0,0,0,0,0,0,0,0,21,1
1,4,104,11,1,0,0,0,0,0,0,14,1
1,3,60,1,0,0,0,0,0,0,0,0,1
1,4,83,0,0,0,0,0,2,0,0,10,1
1,1,42,0,0,0,0,0,0,0,0,0,1
1,3,50,0,0,0,0,0,0,0,0,0,1
1,4,59,0,0,0,0,0,0,0,0,2,1
1,1,35,0,0,0,0,0,0,0,0,0,1
1,2,45,0,0,0,0,0,0,0,0,0,1
1,2,38,0,0,0,0,0,0,0,0,0,1
1,2,54,1,1,0,0,0,0,0,0,0,1
1,1,47,2,1,0,0,0,0,0,0,0,1
1,1,38,0,0,0,0,0,0,0,0,0,1
1,4,71,1,0,0,0,0,0,0,0,1,1
1,1,38,0,0,0,0,0,0,0,0,0,1
1,3,61,0,0,0,0,0,0,0,0,1,1
1,1,33,0,0,0,0,0,0,0,0,0,1
1,1,36,0,0,0,0,0,0,0,0,0,1
1,3,62,0,0,0,0,0,0,0,0,0,1
1,1,33,1,1,0,0,0,0,0,0,1,1
1,2,69,1,0,0,0,0,0,0,0,6,1
1,2,50,0,0,0,0,0,0,0,0,0,1
1,3,126,0,0,0,0,0,0,0,0,41,1
1,3,63,1,1,0,0,0,0,0,0,0,1
1,3,68,1,0,0,0,0,0,0,0,0,1
1,1,34,0,0,0,0,0,0,0,0,1,1
1,3,30,0,0,0,0,0,0,0,0,0,1
1,1,53,0,0,0,0,0,0,0,0,2,1
1,5,72,4,4,0,0,0,0,0,0,13,1
1,2,57,1,0,0,0,0,0,0,0,4,1
1,2,97,1,0,0,0,5,0,0,0,2,1
1,2,45,0,0,0,0,1,0,0,0,0,1
1,2,57,1,0,0,0,0,0,0,0,0,1
1,3,61,0,0,0,0,0,0,0,0,0,1
1,2,54,0,0,0,0,1,0,0,0,4,1
1,2,40,0,0,0,0,0,0,0,0,0,1
1,2,127,1,0,0,0,7,0,2,0,7,1
1,2,132,1,0,0,0,7,0,2,0,4,1
1,3,66,1,1,0,0,0,0,0,0,0,1
1,2,40,0,0,0,0,1,0,0,0,3,1
1,4,53,0,0,0,0,0,0,0,0,0,1
1,2,41,0,0,0,0,0,0,0,0,0,1
1,2,144,1,0,0,0,7,0,2,0,4,1
1,2,100,1,0,0,0,5,0,0,0,2,1
1,2,136,1,0,0,0,7,0,2,0,4,1
1,5,53,1,0,0,0,0,0,0,0,0,1
1,4,57,1,1,0,0,0,0,0,0,1,1
1,4,46,1,0,0,0,0,0,0,0,0,1
1,2,133,1,0,0,0,7,0,2,0,4,1
1,2,73,1,0,0,0,0,0,0,0,19,1
1,1,29,0,0,0,0,0,0,0,0,0,1
1,1,28,0,0,0,0,0,0,0,0,0,1
1,2,62,1,0,0,0,0,0,0,0,0,1
1,2,128,1,0,0,0,7,0,2,0,7,1
1,2,51,0,0,0,0,0,0,0,0,8,1
1,2,146,1,1,0,0,1,0,0,0,25,1
1,4,80,0,0,0,0,0,0,0,0,0,1
1,2,29,0,0,0,0,0,0,0,0,0,1
1,2,62,1,0,0,0,0,0,0,0,0,1
1,2,49,0,0,0,0,0,0,0,0,0,1
1,5,60,1,0,0,0,0,0,0,0,0,1
1,2,58,1,0,0,0,0,0,0,0,6,1
1,2,30,0,0,0,0,0,0,0,0,3,1
1,2,60,0,0,0,0,0,0,0,0,0,1
1,2,39,0,0,0,0,0,0,0,0,0,1
1,2,57,0,0,0,0,0,0,0,0,0,1
1,2,39,0,0,0,0,0,0,0,0,0,1
1,2,38,0,0,0,0,0,0,0,0,0,1
1,2,54,1,0,0,0,0,0,0,0,0,1
1,2,48,1,1,0,0,0,0,0,0,0,1
1,3,72,1,0,0,0,0,0,0,0,0,1
1,3,76,2,0,0,0,0,0,0,0,1,1
1,4,71,5,4,0,0,0,0,0,0,9,1
1,2,34,0,0,0,0,0,0,0,0,0,1
1,4,76,0,0,0,0,0,0,0,0,0,1
1,3,211,0,0,0,0,8,0,9,0,48,1
1,1,26,0,0,0,0,0,0,0,0,0,1
1,3,63,1,0,0,0,0,0,0,0,0,1
1,3,76,1,1,0,0,0,0,0,0,0,0
1,3,60,1,1,0,0,0,0,0,0,0,1
1,1,32,0,0,0,0,0,0,0,0,0,1
1,4,101,2,0,0,0,0,0,0,0,20,1
1,2,39,0,0,0,0,0,0,0,0,0,1
1,1,62,1,0,0,0,0,0,0,0,0,1
1,3,58,1,0,0,0,0,0,0,0,0,1
1,3,64,3,0,0,0,0,0,0,0,0,1
1,2,51,0,0,0,0,0,0,0,0,1,1
1,2,37,0,0,0,0,0,0,0,0,4,1
1,3,73,1,0,0,0,0,0,0,0,0,1
1,4,64,4,4,0,0,0,0,0,0,0,1
1,4,69,2,1,0,0,0,0,0,0,0,1
1,2,46,0,0,0,0,0,0,0,0,0,1
1,3,91,0,0,0,0,0,0,0,0,22,1
1,5,61,0,0,0,0,0,0,0,0,0,1
1,1,60,0,0,0,0,1,0,0,0,23,1
1,1,60,0,0,0,0,1,0,0,0,16,1
1,1,59,0,0,0,0,0,0,0,0,17,1
1,4,86,2,0,0,0,0,0,0,0,1,1
1,4,78,0,0,0,0,2,0,0,0,0,1
1,2,68,1,0,0,0,0,0,0,0,0,1
1,2,58,0,0,0,0,0,0,0,0,1,1
1,3,54,1,1,0,0,0,0,0,0,2,1
1,3,54,1,1,0,0,0,0,0,0,2,1
1,3,54,1,1,0,0,0,0,0,0,2,1
1,3,54,1,1,0,0,0,0,0,0,2,1
1,3,54,1,1,0,0,0,0,0,0,2,1
1,3,54,1,1,0,0,0,0,0,0,2,1
1,3,54,1,1,0,0,0,0,0,0,2,1
1,3,54,1,1,0,0,0,0,0,0,2,1
1,3,54,1,1,0,0,0,0,0,0,2,1
1,3,54,1,1,0,0,0,0,0,0,2,1
1,3,54,1,1,0,0,0,0,0,0,2,1
1,3,54,1,1,0,0,0,0,0,0,2,1
1,3,54,1,1,0,0,0,0,0,0,2,1
1,3,54,1,1,0,0,0,0,0,0,2,1
1,3,54,1,1,0,0,0,0,0,0,2,1
1,3,54,1,1,0,0,0,0,0,0,2,1
1,3,54,1,1,0,0,0,0,0,0,2,1
1,1,44,1,0,0,0,0,0,0,0,0,1
1,2,58,0,0,0,0,0,0,0,0,23,1
1,2,58,0,0,0,0,0,0,0,0,22,1
1,3,44,0,0,0,0,0,0,0,0,0,1
1,2,52,0,0,0,0,0,0,0,0,0,1
1,3,52,0,0,0,0,0,0,0,0,0,1
1,1,111,1,0,0,0,0,0,0,0,20,1
1,1,29,0,0,0,0,0,0,0,0,2,1
1,4,88,2,0,0,0,0,0,0,0,20,1
1,1,33,0,0,0,0,0,0,0,0,0,1
1,4,182,2,0,0,0,7,0,2,0,26,1
1,4,94,1,0,0,0,1,0,0,0,17,1
1,3,90,1,0,0,0,1,0,0,0,22,1
1,4,182,2,0,0,0,7,0,2,0,28,1
1,3,45,0,0,0,0,0,0,0,0,0,1
1,2,53,0,0,0,0,0,0,0,0,4,1
1,3,57,1,0,0,0,0,0,0,0,0,1
1,3,44,0,0,0,0,0,0,0,0,0,1
1,3,57,2,0,0,0,0,0,0,0,0,1
1,2,30,0,0,0,0,0,0,0,0,0,1
1,3,82,0,0,0,0,0,0,0,0,4,1
1,4,59,0,0,0,1,0,0,0,0,10,1
1,3,65,0,0,0,1,0,0,0,0,0,1
1,3,70,1,1,0,1,0,0,0,0,0,1
1,4,38,0,0,0,0,0,0,0,0,9,1
1,3,216,0,0,0,0,0,0,0,0,31,1
1,2,36,0,0,0,0,0,0,0,0,1,1
1,2,54,1,0,0,0,0,0,0,0,0,1
1,3,46,0,0,0,0,0,0,0,0,1,1
1,3,57,0,0,0,1,0,0,0,0,0,1
1,4,45,0,0,0,0,0,0,0,0,0,1
1,4,94,1,1,0,0,0,0,0,0,5,1
1,3,67,1,0,0,0,0,0,0,0,0,1
1,3,51,1,1,0,0,0,0,0,0,1,1
1,3,41,0,0,0,0,0,0,0,0,0,1
1,1,38,0,0,0,0,0,0,0,0,0,1
1,2,39,0,0,0,0,0,0,0,0,2,1
1,2,34,0,0,0,0,0,0,0,0,0,1
1,1,37,0,0,0,0,0,0,0,0,0,1
1,2,40,0,0,0,0,0,0,0,0,2,1
1,1,39,0,0,0,0,0,0,0,0,4,1
1,2,32,0,0,0,0,0,0,0,0,2,1
1,2,34,0,0,0,0,0,0,0,0,0,1
1,3,102,0,0,0,0,0,0,0,0,4,1
1,3,44,0,0,0,0,0,0,0,0,0,1
1,3,30,0,0,0,0,0,0,0,0,0,1
1,2,32,0,0,0,0,0,0,0,0,0,1
1,1,32,0,0,0,0,0,0,0,0,2,1
1,2,32,0,0,0,0,0,0,0,0,0,1
1,2,41,0,0,0,0,0,0,0,0,0,1
1,3,48,1,0,0,0,0,0,0,0,0,1
1,1,40,0,0,0,0,0,0,0,0,1,1
1,3,46,0,0,0,0,0,0,0,0,0,1
1,4,40,0,0,0,0,0,0,0,0,0,1
1,2,40,0,0,0,0,0,0,0,0,0,1
1,1,170,1,0,0,0,0,0,0,0,39,1
1,3,47,0,0,0,0,0,0,0,0,0,1
1,2,55,1,0,0,0,0,0,0,0,0,1
1,3,58,1,0,0,0,0,0,0,0,0,1
1,3,69,0,0,0,0,0,0,0,0,0,1
1,3,51,0,0,0,0,0,0,0,0,0,1
1,5,60,0,0,0,0,0,0,0,0,0,1
1,2,37,1,1,0,0,0,0,0,0,0,1
1,5,72,0,0,0,0,0,0,0,0,0,1
1,1,60,0,0,0,0,1,0,0,0,23,1
1,3,65,1,0,0,0,0,0,0,0,0,1
1,5,88,0,0,0,0,0,0,0,0,0,1
1,5,56,0,0,0,0,0,0,0,0,0,1
1,1,47,0,0,0,0,1,0,0,0,0,1
1,2,57,0,0,0,0,0,0,0,0,12,1
1,4,67,2,1,0,0,0,0,0,0,0,1
1,2,38,0,0,0,0,0,0,0,0,0,1
1,7,91,0,0,0,0,0,0,0,0,0,1
1,14,242,0,0,0,0,0,0,12,1,74,1
1,2,39,0,0,0,0,0,0,0,0,0,1
1,1,42,0,0,0,0,0,0,0,0,0,1
1,1,39,0,0,0,0,0,0,0,0,0,1
1,1,40,0,0,0,0,0,0,0,0,0,1
1,2,62,2,1,0,0,0,0,0,0,0,1
1,2,44,0,0,0,0,0,0,0,0,4,1
1,4,68,2,1,0,0,0,0,0,0,0,1
1,2,51,0,0,0,0,0,0,0,0,0,1
1,2,47,1,0,0,0,0,0,0,0,0,1
1,3,46,0,0,0,0,1,0,0,0,0,1
1,2,72,2,1,0,0,0,0,0,0,0,1
1,2,47,0,0,0,0,0,0,0,0,4,1
1,4,42,0,0,0,0,0,0,0,0,1,1
1,1,79,1,0,0,0,0,0,0,0,29,1
1,2,73,1,0,0,0,0,0,0,0,13,1
1,3,66,1,0,0,0,1,0,0,0,6,1
1,2,73,1,0,0,0,0,0,0,0,16,1
1,3,53,1,0,0,0,0,0,0,0,0,1
1,1,56,1,0,0,0,0,0,0,0,0,1
1,2,69,1,0,0,0,0,0,0,0,0,1
1,3,68,0,0,0,0,0,0,0,0,0,1
1,1,35,1,1,0,0,0,0,0,0,7,1
1,3,51,3,1,0,0,0,0,0,0,0,1
1,2,75,2,1,0,0,0,0,0,0,0,1
1,2,79,2,1,0,0,0,0,0,0,0,1
1,4,57,1,0,0,0,0,0,0,0,0,1
1,14,240,0,0,0,0,0,0,12,1,74,1
1,2,49,1,0,0,0,0,0,0,0,3,1
1,2,44,1,0,0,0,0,0,0,0,0,1
1,1,69,0,0,0,0,0,0,0,0,17,1
1,2,40,0,0,0,0,0,0,0,0,0,1
1,1,60,0,0,0,0,1,0,0,0,13,1
1,1,60,0,0,0,0,1,0,0,0,26,1
1,1,44,0,0,0,0,0,0,0,0,2,1
1,3,39,0,0,0,0,0,0,0,0,1,1
1,3,44,0,0,0,1,0,0,0,0,9,1
1,1,36,0,0,0,0,0,0,0,0,9,1
1,4,43,0,0,0,0,1,0,0,0,9,1
1,4,46,0,0,0,0,1,0,0,0,9,1
1,1,34,0,0,0,0,0,0,0,0,4,1
1,2,47,0,0,0,0,0,0,0,0,0,1
1,3,48,1,0,0,0,0,0,0,0,0,1
1,1,33,0,0,0,0,0,0,0,0,0,1
1,2,55,0,0,0,0,0,0,0,0,1,1
1,1,79,1,0,0,0,0,0,0,0,22,1
1,2,83,1,0,0,0,0,0,0,0,29,1
1,2,89,1,0,0,0,0,0,0,0,29,1
1,2,58,0,0,0,0,0,0,0,0,19,1
1,4,40,0,0,0,0,0,0,0,0,0,1
1,2,56,0,0,0,0,0,0,0,0,0,1
1,3,33,0,0,0,0,0,0,0,0,0,1
1,7,129,1,0,0,0,0,0,1,0,2,1
1,3,28,0,0,0,0,0,0,0,0,0,1
1,6,59,0,0,0,0,0,0,0,0,0,1
1,1,38,0,0,0,0,0,0,0,0,0,1
1,2,47,0,0,0,0,0,0,0,0,0,1
1,1,38,1,0,0,0,0,0,0,0,0,1
1,2,54,0,0,0,0,0,0,0,0,0,1
1,3,60,0,0,0,0,0,0,0,0,10,1
1,1,170,1,0,0,0,0,0,0,0,39,1
1,3,61,0,0,0,0,0,0,0,0,12,1
1,2,56,0,0,0,0,0,0,0,0,0,1
1,2,44,0,0,0,0,0,0,0,0,0,1
1,1,74,0,0,0,0,0,0,0,0,0,1
1,2,34,0,0,0,0,1,0,0,0,2,1
1,1,79,1,0,0,0,0,0,0,0,29,1
1,1,79,1,0,0,0,0,0,0,0,29,1
1,3,48,1,0,0,0,0,0,0,0,0,1
1,2,52,0,0,0,0,0,0,0,0,0,1
1,2,43,0,0,0,0,0,0,0,0,0,1
1,2,58,0,0,0,0,0,0,0,0,1,1
1,3,47,0,0,0,1,0,0,0,0,9,1
1,2,46,0,0,0,0,0,0,0,0,0,1
1,4,101,2,0,0,0,0,0,0,0,31,1
1,4,101,2,0,0,0,0,0,0,0,31,1
1,2,35,0,0,0,0,0,0,0,0,1,1
1,2,44,0,0,0,0,0,0,0,0,0,1
1,3,61,0,0,0,0,0,0,0,0,0,1
1,1,79,1,0,0,0,0,0,0,0,31,1
1,2,89,0,0,0,0,1,0,0,0,0,1
1,1,79,1,0,0,0,0,0,0,0,26,1
1,4,98,2,0,0,0,0,0,0,0,28,1
1,4,55,1,0,0,0,0,0,0,0,0,1
1,3,39,0,0,0,0,0,0,0,0,0,1
1,4,103,2,0,0,0,0,0,0,0,33,1
1,2,43,0,0,0,0,0,0,0,0,0,1
1,3,45,0,0,0,0,0,0,0,0,3,1
1,3,48,0,0,0,0,0,0,0,0,4,1
1,2,43,0,0,0,0,0,0,0,0,0,1
1,2,32,0,0,0,0,0,0,0,0,0,1
1,2,41,0,0,0,0,0,0,0,0,0,1
1,3,81,1,0,0,0,0,0,0,0,0,1
1,1,170,1,0,0,0,0,0,0,0,41,1
1,1,78,0,0,0,0,0,0,0,0,24,1
1,4,53,0,0,0,0,0,0,0,0,0,1
1,1,26,0,0,0,0,0,0,0,0,0,1
1,4,118,0,0,0,0,1,0,1,0,49,1
1,2,55,0,0,0,0,0,0,0,0,0,1
1,1,78,0,0,0,0,0,0,0,0,19,1
1,1,78,0,0,0,0,0,0,0,0,17,1
1,1,53,1,0,0,0,0,0,0,0,0,1
1,3,44,0,0,0,1,0,0,0,0,9,1
1,2,46,0,0,0,0,0,0,0,0,6,1
1,3,53,0,0,0,0,0,0,0,0,0,1
1,2,116,1,0,0,0,4,0,1,0,1,1
1,2,73,1,0,0,0,0,0,0,0,18,1
1,4,44,0,0,0,0,0,0,0,0,0,1
1,4,48,1,1,0,0,0,0,0,0,0,1
1,1,25,0,0,0,0,0,0,0,0,0,1
1,1,78,0,0,0,0,0,0,0,0,19,1
1,1,55,0,0,0,0,0,0,0,0,0,1
1,2,61,0,0,0,0,0,0,0,0,0,1
1,2,63,0,0,0,0,0,0,0,0,0,1
1,4,199,0,0,0,0,4,0,6,0,48,1
1,4,53,0,0,0,1,0,0,0,0,9,1
1,3,49,0,0,0,0,0,0,0,0,9,1
1,1,24,0,0,0,0,0,0,0,0,3,1
1,2,56,0,0,0,0,0,0,0,0,0,1
1,3,75,1,0,0,0,1,0,0,0,0,1
1,1,19,0,0,0,0,0,0,0,0,0,1
1,2,44,0,0,0,0,0,0,0,0,0,1
1,2,40,0,0,0,0,0,0,0,0,0,1
1,4,95,1,0,0,0,0,3,0,0,11,1
1,3,46,0,0,0,0,0,0,0,0,0,1
1,1,69,0,0,0,0,0,0,0,0,19,1
1,2,51,0,0,0,0,0,0,0,0,0,1
1,3,162,2,0,0,0,8,0,2,0,4,1
1,2,44,0,0,0,0,0,0,0,0,0,1
1,4,55,0,0,0,0,2,0,1,0,9,1
1,1,33,0,0,0,0,0,0,0,0,0,1
1,3,44,0,0,0,0,0,0,0,0,0,1
1,4,49,0,0,0,0,0,0,0,0,0,1
1,3,55,0,0,0,0,0,0,0,0,8,1
1,1,47,1,1,0,0,1,0,0,0,0,1
1,3,71,0,0,0,1,0,0,0,0,0,1
1,2,78,0,0,0,1,0,0,0,0,0,1
1,1,79,1,0,0,0,0,0,0,0,31,1
1,1,79,1,0,0,0,0,0,0,0,24,1
1,2,51,1,0,0,0,0,0,0,0,0,1
1,2,45,0,0,0,0,0,0,0,0,0,1
1,3,57,0,0,0,0,0,0,0,0,0,1
